positionerID,robotailID,wokID,holeID,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy
734,FTO0,uwMiniWok,R+2C13,0,0,7.331473198289188,14.27126892072685,-0.0307975050903958,14.887554181083717,0.3894668134422414,14.945877626243298,-0.3547078873393752,-0.6057943178130641,-0.28334460581661586,-0.2165759203517599,-0.041826489452527635
428,FTO1,uwMiniWok,R+1C12,1,1,7.384385714461625,14.222444584284887,-0.0496200228206841,14.856075994784177,0.3470779824277845,14.88639300260837,-0.3941384521793079,0.12853357790947148,-0.06482683535670015,-0.15779027191795594,-0.11297878160112296
561,FTO2,uwMiniWok,R+1C13,2,2,7.355148150679388,14.290674567216923,-0.0068367176737747,14.94627243113558,0.3436493484759292,14.923345518490782,-0.3982283084541573,0.4150417047851393,-0.11557053817741185,-0.11165675597388144,-0.08023917025835806
594,FTO3,uwMiniWok,R+1C14,3,3,7.368158813281313,14.295561745612408,0.0058525698072101,14.94460431930636,0.369594228893418,14.942591721370457,-0.3730252410176884,0.6618971526422697,0.35018624969842566,-0.0854626006138989,0.013483529038756391
649,FTO4,uwMiniWok,R+1C15,4,4,7.4045522247792945,14.271862670751233,0.006378030710121,14.909352951056299,0.3901430695143158,14.925335068569677,-0.3549387879949758,-0.31850931865071874,-0.3109268176926703,-0.13337178214608758,0.03767045226743678
497,FTO5,uwMiniWok,R0C13,5,5,7.340882167252451,14.2447005662598,-0.0368659153928552,14.901142031348432,0.3372375299716822,14.888150601580872,-0.4201097567030303,0.5776882778000039,-4.04664141879274,0.028236762239534273,-0.0955748035575589
484,FTO6,uwMiniWok,R0C14,6,6,7.410915115381715,14.265380600184997,-0.0447383172538259,14.903614414192699,0.3412738265936958,14.921698895407184,-0.3988466361372784,-0.6950344748654997,-0.4008140252241487,-0.023673577500085793,-0.024277404137984956
704,FTO7,uwMiniWok,R0C15,7,7,7.31656814024376,14.309111464047255,-0.0314733752378582,14.926852164990924,0.3874797894418535,14.975842448596746,-0.3586789848960705,0.1246803101630635,-0.08377659473853477,-0.012941747098217599,0.04900727699752366
524,FTO8,uwMiniWok,R-1C12,8,8,7.305073780081677,14.188169973951357,-0.0057161359710171,14.8351396432707,0.3698090737190556,14.842955850502605,-0.3707968339217344,0.41773111992723255,-0.9204889025225756,0.08096433345174696,-0.18483537801395572
645,FTO9,uwMiniWok,R-1C13,9,9,7.362664424892738,14.218555066989053,-0.0195800307426812,14.817335198123489,0.4189499996448175,14.897810973981505,-0.3231599856927747,-0.039976958887360275,-2.7612429035201753,0.03184257764460656,-0.0418560782559088
457,FTO10,uwMiniWok,R-1C14,10,10,7.4184452824878475,14.285937156508183,-0.0458528105257845,14.9423515213004,0.3138389192507113,14.93093038262929,-0.4261943482407183,-0.20927415913998634,-2.6778050412393863,0.037592633509537086,0.013537279327211457
705,FTO11,uwMiniWok,R-1C15,11,11,7.340052698215133,14.272584209402346,-0.001031108894555,14.920545626974905,0.3725337035645126,14.928562136488619,-0.3766934295079823,0.5257567458974192,0.5836863630522148,0.04151079192415933,0.08350611071402067
566,FTO12,uwMiniWok,R-2C13,12,12,7.343923069439695,14.202192785409505,-0.0077809741692609,14.82903428934637,0.3907850249094222,14.867189927639457,-0.3513249524316648,-0.5155935605186119,0.059731657877414995,0.1363633213843889,-0.015278099495378951
